input,output,category_name,operations
bend,gnidneb,gerund_reverse,present_to_gerund+reverse
stretch,gnihcterts,gerund_reverse,present_to_gerund+reverse
relax,gnixaler,gerund_reverse,present_to_gerund+reverse
rest,gnitser,gerund_reverse,present_to_gerund+reverse
wait,gnitiaw,gerund_reverse,present_to_gerund+reverse
move,gnivom,gerund_reverse,present_to_gerund+reverse
live,gnivil,gerund_reverse,present_to_gerund+reverse
give,gnivig,gerund_reverse,present_to_gerund+reverse
take,gnikat,gerund_reverse,present_to_gerund+reverse
make,gnikam,gerund_reverse,present_to_gerund+reverse
come,gnimoc,gerund_reverse,present_to_gerund+reverse
leave,gnivael,gerund_reverse,present_to_gerund+reverse
arrive,gnivirra,gerund_reverse,present_to_gerund+reverse
believe,gniveileb,gerund_reverse,present_to_gerund+reverse
achieve,gniveihca,gerund_reverse,present_to_gerund+reverse
receive,gniviecer,gerund_reverse,present_to_gerund+reverse
decide,gnidiced,gerund_reverse,present_to_gerund+reverse
hope,gnipoh,gerund_reverse,present_to_gerund+reverse
change,gnignahc,gerund_reverse,present_to_gerund+reverse
manage,gniganam,gerund_reverse,present_to_gerund+reverse
improve,gnivorpmi,gerund_reverse,present_to_gerund+reverse
practice,gnicitcarp,gerund_reverse,present_to_gerund+reverse
notice,gniciton,gerund_reverse,present_to_gerund+reverse
realize,gnizilaer,gerund_reverse,present_to_gerund+reverse
organize,gnizinagro,gerund_reverse,present_to_gerund+reverse
recognize,gnizingocer,gerund_reverse,present_to_gerund+reverse
apologize,gnizigolopa,gerund_reverse,present_to_gerund+reverse
criticize,gnizicitirc,gerund_reverse,present_to_gerund+reverse
advertise,gnisitrevda,gerund_reverse,present_to_gerund+reverse
exercise,gnisicrexe,gerund_reverse,present_to_gerund+reverse
surprise,gnisirprus,gerund_reverse,present_to_gerund+reverse
promise,gnisimorp,gerund_reverse,present_to_gerund+reverse
imagine,gninigami,gerund_reverse,present_to_gerund+reverse
examine,gninimaxe,gerund_reverse,present_to_gerund+reverse
determine,gninimreted,gerund_reverse,present_to_gerund+reverse
continue,gniunitnoc,gerund_reverse,present_to_gerund+reverse
argue,gniugra,gerund_reverse,present_to_gerund+reverse
issue,gniussi,gerund_reverse,present_to_gerund+reverse
rescue,gniucser,gerund_reverse,present_to_gerund+reverse
pursue,gniusrup,gerund_reverse,present_to_gerund+reverse
value,gniulav,gerund_reverse,present_to_gerund+reverse
invite,gnitivni,gerund_reverse,present_to_gerund+reverse
excite,gniticxe,gerund_reverse,present_to_gerund+reverse
unite,gnitinu,gerund_reverse,present_to_gerund+reverse
compete,gnitepmoc,gerund_reverse,present_to_gerund+reverse
complete,gnitelpmoc,gerund_reverse,present_to_gerund+reverse
delete,gniteled,gerund_reverse,present_to_gerund+reverse
greet,gniteerg,gerund_reverse,present_to_gerund+reverse
repeat,gnitaeper,gerund_reverse,present_to_gerund+reverse
defeat,gnitaefed,gerund_reverse,present_to_gerund+reverse
treat,gnitaert,gerund_reverse,present_to_gerund+reverse
relate,gnitaler,gerund_reverse,present_to_gerund+reverse
celebrate,gnitarbelec,gerund_reverse,present_to_gerund+reverse
demonstrate,gnitartsnomed,gerund_reverse,present_to_gerund+reverse
hesitate,gnitatiseh,gerund_reverse,present_to_gerund+reverse
appreciate,gnitaicerppa,gerund_reverse,present_to_gerund+reverse
communicate,gnitacinummoc,gerund_reverse,present_to_gerund+reverse
educate,gnitacude,gerund_reverse,present_to_gerund+reverse
investigate,gnitagitsevni,gerund_reverse,present_to_gerund+reverse
concentrate,gnitartnecnoc,gerund_reverse,present_to_gerund+reverse
cooperate,gnitarepooc,gerund_reverse,present_to_gerund+reverse
decorate,gnitaroced,gerund_reverse,present_to_gerund+reverse
operate,gnitarepo,gerund_reverse,present_to_gerund+reverse
separate,gnitarapes,gerund_reverse,present_to_gerund+reverse
participate,gnitapicitrap,gerund_reverse,present_to_gerund+reverse
navigate,gnitagivan,gerund_reverse,present_to_gerund+reverse
motivate,gnitavitom,gerund_reverse,present_to_gerund+reverse
activate,gnitavitca,gerund_reverse,present_to_gerund+reverse
illustrate,gnitartsulli,gerund_reverse,present_to_gerund+reverse
calculate,gnitaluclac,gerund_reverse,present_to_gerund+reverse
translate,gnitalsnart,gerund_reverse,present_to_gerund+reverse
accelerate,gnitarelecca,gerund_reverse,present_to_gerund+reverse
dominate,gnitanimod,gerund_reverse,present_to_gerund+reverse
eliminate,gnitanimile,gerund_reverse,present_to_gerund+reverse
fascinate,gnitanicsaf,gerund_reverse,present_to_gerund+reverse
generate,gnitareneg,gerund_reverse,present_to_gerund+reverse
imitate,gnitatimi,gerund_reverse,present_to_gerund+reverse
irritate,gnitatirri,gerund_reverse,present_to_gerund+reverse
meditate,gnitatidem,gerund_reverse,present_to_gerund+reverse
negotiate,gnitaitogen,gerund_reverse,present_to_gerund+reverse
penetrate,gnitartenep,gerund_reverse,present_to_gerund+reverse
radiate,gnitaidar,gerund_reverse,present_to_gerund+reverse
rotate,gnitator,gerund_reverse,present_to_gerund+reverse
stimulate,gnitalumits,gerund_reverse,present_to_gerund+reverse
tolerate,gnitarelot,gerund_reverse,present_to_gerund+reverse
validate,gnitadilav,gerund_reverse,present_to_gerund+reverse
vibrate,gnitarbiv,gerund_reverse,present_to_gerund+reverse
anticipate,gnitapicitna,gerund_reverse,present_to_gerund+reverse
contemplate,gnitalpmetnoc,gerund_reverse,present_to_gerund+reverse
coordinate,gnitanidrooc,gerund_reverse,present_to_gerund+reverse
cultivate,gnitavitluc,gerund_reverse,present_to_gerund+reverse
dedicate,gnitacided,gerund_reverse,present_to_gerund+reverse
designate,gnitangised,gerund_reverse,present_to_gerund+reverse
deviate,gnitaived,gerund_reverse,present_to_gerund+reverse
escalate,gnitalacse,gerund_reverse,present_to_gerund+reverse
evaluate,gnitaulave,gerund_reverse,present_to_gerund+reverse
evaporate,gnitaropave,gerund_reverse,present_to_gerund+reverse
exaggerate,gnitareggaxe,gerund_reverse,present_to_gerund+reverse
hibernate,gnitanrebih,gerund_reverse,present_to_gerund+reverse
incorporate,gnitaroprocni,gerund_reverse,present_to_gerund+reverse
innovate,gnitavonni,gerund_reverse,present_to_gerund+reverse
integrate,gnitargetni,gerund_reverse,present_to_gerund+reverse
initiate,gnitaitini,gerund_reverse,present_to_gerund+reverse
terminate,gnitanimret,gerund_reverse,present_to_gerund+reverse
run,r,gerund_first,present_to_gerund+first_letter
swim,s,gerund_first,present_to_gerund+first_letter
walk,w,gerund_first,present_to_gerund+first_letter
jump,j,gerund_first,present_to_gerund+first_letter
dance,d,gerund_first,present_to_gerund+first_letter
sing,s,gerund_first,present_to_gerund+first_letter
read,r,gerund_first,present_to_gerund+first_letter
write,w,gerund_first,present_to_gerund+first_letter
sleep,s,gerund_first,present_to_gerund+first_letter
eat,e,gerund_first,present_to_gerund+first_letter
drink,d,gerund_first,present_to_gerund+first_letter
talk,t,gerund_first,present_to_gerund+first_letter
listen,l,gerund_first,present_to_gerund+first_letter
think,t,gerund_first,present_to_gerund+first_letter
work,w,gerund_first,present_to_gerund+first_letter
play,p,gerund_first,present_to_gerund+first_letter
study,s,gerund_first,present_to_gerund+first_letter
learn,l,gerund_first,present_to_gerund+first_letter
teach,t,gerund_first,present_to_gerund+first_letter
build,b,gerund_first,present_to_gerund+first_letter
create,c,gerund_first,present_to_gerund+first_letter
paint,p,gerund_first,present_to_gerund+first_letter
draw,d,gerund_first,present_to_gerund+first_letter
cook,c,gerund_first,present_to_gerund+first_letter
bake,b,gerund_first,present_to_gerund+first_letter
clean,c,gerund_first,present_to_gerund+first_letter
wash,w,gerund_first,present_to_gerund+first_letter
drive,d,gerund_first,present_to_gerund+first_letter
fly,f,gerund_first,present_to_gerund+first_letter
sail,s,gerund_first,present_to_gerund+first_letter
climb,c,gerund_first,present_to_gerund+first_letter
hike,h,gerund_first,present_to_gerund+first_letter
bike,b,gerund_first,present_to_gerund+first_letter
ski,s,gerund_first,present_to_gerund+first_letter
skate,s,gerund_first,present_to_gerund+first_letter
fish,f,gerund_first,present_to_gerund+first_letter
hunt,h,gerund_first,present_to_gerund+first_letter
camp,c,gerund_first,present_to_gerund+first_letter
travel,t,gerund_first,present_to_gerund+first_letter
explore,e,gerund_first,present_to_gerund+first_letter
laugh,l,gerund_first,present_to_gerund+first_letter
smile,s,gerund_first,present_to_gerund+first_letter
cry,c,gerund_first,present_to_gerund+first_letter
shout,s,gerund_first,present_to_gerund+first_letter
whisper,w,gerund_first,present_to_gerund+first_letter
love,l,gerund_first,present_to_gerund+first_letter
hate,h,gerund_first,present_to_gerund+first_letter
help,h,gerund_first,present_to_gerund+first_letter
share,s,gerund_first,present_to_gerund+first_letter
care,c,gerund_first,present_to_gerund+first_letter
meet,m,gerund_first,present_to_gerund+first_letter
see,s,gerund_first,present_to_gerund+first_letter
hear,h,gerund_first,present_to_gerund+first_letter
feel,f,gerund_first,present_to_gerund+first_letter
smell,s,gerund_first,present_to_gerund+first_letter
taste,t,gerund_first,present_to_gerund+first_letter
touch,t,gerund_first,present_to_gerund+first_letter
hold,h,gerund_first,present_to_gerund+first_letter
carry,c,gerund_first,present_to_gerund+first_letter
throw,t,gerund_first,present_to_gerund+first_letter
catch,c,gerund_first,present_to_gerund+first_letter
push,p,gerund_first,present_to_gerund+first_letter
pull,p,gerund_first,present_to_gerund+first_letter
open,o,gerund_first,present_to_gerund+first_letter
close,c,gerund_first,present_to_gerund+first_letter
start,s,gerund_first,present_to_gerund+first_letter
stop,s,gerund_first,present_to_gerund+first_letter
begin,b,gerund_first,present_to_gerund+first_letter
end,e,gerund_first,present_to_gerund+first_letter
finish,f,gerund_first,present_to_gerund+first_letter
stand,s,gerund_first,present_to_gerund+first_letter
sit,s,gerund_first,present_to_gerund+first_letter
lie,l,gerund_first,present_to_gerund+first_letter
kneel,k,gerund_first,present_to_gerund+first_letter
bend,b,gerund_first,present_to_gerund+first_letter
stretch,s,gerund_first,present_to_gerund+first_letter
relax,r,gerund_first,present_to_gerund+first_letter
rest,r,gerund_first,present_to_gerund+first_letter
wait,w,gerund_first,present_to_gerund+first_letter
move,m,gerund_first,present_to_gerund+first_letter
live,l,gerund_first,present_to_gerund+first_letter
give,g,gerund_first,present_to_gerund+first_letter
take,t,gerund_first,present_to_gerund+first_letter
make,m,gerund_first,present_to_gerund+first_letter
come,c,gerund_first,present_to_gerund+first_letter
leave,l,gerund_first,present_to_gerund+first_letter
arrive,a,gerund_first,present_to_gerund+first_letter
believe,b,gerund_first,present_to_gerund+first_letter
achieve,a,gerund_first,present_to_gerund+first_letter
receive,r,gerund_first,present_to_gerund+first_letter
decide,d,gerund_first,present_to_gerund+first_letter
hope,h,gerund_first,present_to_gerund+first_letter
change,c,gerund_first,present_to_gerund+first_letter
manage,m,gerund_first,present_to_gerund+first_letter
improve,i,gerund_first,present_to_gerund+first_letter
practice,p,gerund_first,present_to_gerund+first_letter
notice,n,gerund_first,present_to_gerund+first_letter
realize,r,gerund_first,present_to_gerund+first_letter
organize,o,gerund_first,present_to_gerund+first_letter
recognize,r,gerund_first,present_to_gerund+first_letter
apologize,a,gerund_first,present_to_gerund+first_letter
criticize,c,gerund_first,present_to_gerund+first_letter
advertise,a,gerund_first,present_to_gerund+first_letter
exercise,e,gerund_first,present_to_gerund+first_letter
surprise,s,gerund_first,present_to_gerund+first_letter
promise,p,gerund_first,present_to_gerund+first_letter
imagine,i,gerund_first,present_to_gerund+first_letter
examine,e,gerund_first,present_to_gerund+first_letter
determine,d,gerund_first,present_to_gerund+first_letter
continue,c,gerund_first,present_to_gerund+first_letter
argue,a,gerund_first,present_to_gerund+first_letter
issue,i,gerund_first,present_to_gerund+first_letter
rescue,r,gerund_first,present_to_gerund+first_letter
pursue,p,gerund_first,present_to_gerund+first_letter
value,v,gerund_first,present_to_gerund+first_letter
invite,i,gerund_first,present_to_gerund+first_letter
excite,e,gerund_first,present_to_gerund+first_letter
unite,u,gerund_first,present_to_gerund+first_letter
compete,c,gerund_first,present_to_gerund+first_letter
complete,c,gerund_first,present_to_gerund+first_letter
delete,d,gerund_first,present_to_gerund+first_letter
greet,g,gerund_first,present_to_gerund+first_letter
repeat,r,gerund_first,present_to_gerund+first_letter
defeat,d,gerund_first,present_to_gerund+first_letter
treat,t,gerund_first,present_to_gerund+first_letter
relate,r,gerund_first,present_to_gerund+first_letter
celebrate,c,gerund_first,present_to_gerund+first_letter
demonstrate,d,gerund_first,present_to_gerund+first_letter
hesitate,h,gerund_first,present_to_gerund+first_letter
appreciate,a,gerund_first,present_to_gerund+first_letter
communicate,c,gerund_first,present_to_gerund+first_letter
educate,e,gerund_first,present_to_gerund+first_letter
investigate,i,gerund_first,present_to_gerund+first_letter
concentrate,c,gerund_first,present_to_gerund+first_letter
cooperate,c,gerund_first,present_to_gerund+first_letter
decorate,d,gerund_first,present_to_gerund+first_letter
operate,o,gerund_first,present_to_gerund+first_letter
separate,s,gerund_first,present_to_gerund+first_letter
participate,p,gerund_first,present_to_gerund+first_letter
navigate,n,gerund_first,present_to_gerund+first_letter
motivate,m,gerund_first,present_to_gerund+first_letter
activate,a,gerund_first,present_to_gerund+first_letter
illustrate,i,gerund_first,present_to_gerund+first_letter
calculate,c,gerund_first,present_to_gerund+first_letter
translate,t,gerund_first,present_to_gerund+first_letter
accelerate,a,gerund_first,present_to_gerund+first_letter
dominate,d,gerund_first,present_to_gerund+first_letter
eliminate,e,gerund_first,present_to_gerund+first_letter
fascinate,f,gerund_first,present_to_gerund+first_letter
generate,g,gerund_first,present_to_gerund+first_letter
imitate,i,gerund_first,present_to_gerund+first_letter
irritate,i,gerund_first,present_to_gerund+first_letter
meditate,m,gerund_first,present_to_gerund+first_letter
negotiate,n,gerund_first,present_to_gerund+first_letter
penetrate,p,gerund_first,present_to_gerund+first_letter
radiate,r,gerund_first,present_to_gerund+first_letter
rotate,r,gerund_first,present_to_gerund+first_letter
stimulate,s,gerund_first,present_to_gerund+first_letter
tolerate,t,gerund_first,present_to_gerund+first_letter
validate,v,gerund_first,present_to_gerund+first_letter
vibrate,v,gerund_first,present_to_gerund+first_letter
anticipate,a,gerund_first,present_to_gerund+first_letter
contemplate,c,gerund_first,present_to_gerund+first_letter
coordinate,c,gerund_first,present_to_gerund+first_letter
cultivate,c,gerund_first,present_to_gerund+first_letter
dedicate,d,gerund_first,present_to_gerund+first_letter
designate,d,gerund_first,present_to_gerund+first_letter
deviate,d,gerund_first,present_to_gerund+first_letter
escalate,e,gerund_first,present_to_gerund+first_letter
evaluate,e,gerund_first,present_to_gerund+first_letter
evaporate,e,gerund_first,present_to_gerund+first_letter
exaggerate,e,gerund_first,present_to_gerund+first_letter
hibernate,h,gerund_first,present_to_gerund+first_letter
incorporate,i,gerund_first,present_to_gerund+first_letter
innovate,i,gerund_first,present_to_gerund+first_letter
integrate,i,gerund_first,present_to_gerund+first_letter
initiate,i,gerund_first,present_to_gerund+first_letter
terminate,t,gerund_first,present_to_gerund+first_letter
run,g,gerund_last,present_to_gerund+last_letter
swim,g,gerund_last,present_to_gerund+last_letter
walk,g,gerund_last,present_to_gerund+last_letter
jump,g,gerund_last,present_to_gerund+last_letter
dance,g,gerund_last,present_to_gerund+last_letter
sing,g,gerund_last,present_to_gerund+last_letter
read,g,gerund_last,present_to_gerund+last_letter
write,g,gerund_last,present_to_gerund+last_letter
sleep,g,gerund_last,present_to_gerund+last_letter
eat,g,gerund_last,present_to_gerund+last_letter
drink,g,gerund_last,present_to_gerund+last_letter
talk,g,gerund_last,present_to_gerund+last_letter
listen,g,gerund_last,present_to_gerund+last_letter
think,g,gerund_last,present_to_gerund+last_letter
work,g,gerund_last,present_to_gerund+last_letter
play,g,gerund_last,present_to_gerund+last_letter
study,g,gerund_last,present_to_gerund+last_letter
learn,g,gerund_last,present_to_gerund+last_letter
teach,g,gerund_last,present_to_gerund+last_letter
build,g,gerund_last,present_to_gerund+last_letter
create,g,gerund_last,present_to_gerund+last_letter
paint,g,gerund_last,present_to_gerund+last_letter
draw,g,gerund_last,present_to_gerund+last_letter
cook,g,gerund_last,present_to_gerund+last_letter
bake,g,gerund_last,present_to_gerund+last_letter
